pool_id,question,pool_type,category,show_tag,options_list,response,points_earned,is_winner,responded_at,username,dna_archetype,favorite_genres,tv_shows_watched,movies_watched,books_read,trivia_points,reviews_written,current_streak,longest_streak,last_login
4e9526f9-b5e5-410e-bb71-b7d30b290076,"Which of these released first: 'The Matrix', 'Fight Club', 'The Sixth Sense', or 'American Beauty'?",trivia,Movies,The Matrix,"[""The Sixth Sense"", ""Fight Club"", ""American Beauty"", ""The Matrix""]",The Sixth Sense,10,,2026-04-28 12:53:16.462042+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
4e9526f9-b5e5-410e-bb71-b7d30b290076,"Which of these released first: 'The Matrix', 'Fight Club', 'The Sixth Sense', or 'American Beauty'?",trivia,Movies,The Matrix,"[""The Sixth Sense"", ""Fight Club"", ""American Beauty"", ""The Matrix""]",The Sixth Sense,10,,2026-04-28 13:21:31.151484+00,,Emotion-Hunting Whodunit Fan,"{Reality,Documentaries,Comedy,Mystery/Thriller,Drama}",29,13,11,1100,0,1,2,2026-05-11
4e9526f9-b5e5-410e-bb71-b7d30b290076,"Which of these released first: 'The Matrix', 'Fight Club', 'The Sixth Sense', or 'American Beauty'?",trivia,Movies,The Matrix,"[""The Sixth Sense"", ""Fight Club"", ""American Beauty"", ""The Matrix""]",American Beauty,0,,2026-05-04 15:44:43.011332+00,,,,0,0,0,0,0,1,2,2026-05-08
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-26 23:22:54.361452+00,,Energetic World-Hopper,"{Action,Comedy,Documentaries,Nonfiction}",5,11,1,70,0,1,2,2026-04-30
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-27 05:03:58.373825+00,,,,1,1,2,0,0,1,1,2026-05-06
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-27 20:54:15.338841+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-27 20:57:57.525495+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-27 21:38:30.175704+00,,,,0,0,0,180,0,1,1,2026-04-27
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",The Lost World: Jurassic Park,0,,2026-04-27 21:41:07.463078+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-27 23:15:26.205599+00,,,,0,2,0,0,0,1,1,2026-04-27
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-28 12:53:00.491852+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic World: Fallen Kingdom,0,,2026-04-28 13:21:38.209239+00,,Emotion-Hunting Whodunit Fan,"{Reality,Documentaries,Comedy,Mystery/Thriller,Drama}",29,13,11,1100,0,1,2,2026-05-11
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic Park III,10,,2026-04-28 17:20:37.793826+00,,Heartfelt World-Hopper • NYC Edition,"{Comedy,Drama,Historical,Rom-com/chick-lit,Mystery/Thriller,Documentaries}",4,1,1,0,0,1,1,2026-05-09
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",The Lost World: Jurassic Park,0,,2026-05-04 15:44:25.006364+00,,,,0,0,0,0,0,1,2,2026-05-08
16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,trivia,Movies,Jurassic Park,"[""Jurassic Park III"", ""Jurassic World: Fallen Kingdom"", ""Jurassic World"", ""The Lost World: Jurassic Park""]",Jurassic World,0,,2026-05-06 20:50:51.490167+00,,Chronicle-Driven Connector,"{Action,Comedy,Crime,Drama,Historical,Romance,Rom-com/chick-lit}",51,58,726,740,6,1,7,2026-05-11
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",James Cameron,0,,2026-04-14 16:47:47.851986+00,,Chronicle-Driven Connector,"{Action,Comedy,Crime,Drama,Historical,Romance,Rom-com/chick-lit}",51,58,726,740,6,1,7,2026-05-11
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-14 22:12:03.812976+00,,Emotion-Hunting Whodunit Fan,"{Reality,Documentaries,Comedy,Mystery/Thriller,Drama}",29,13,11,1100,0,1,2,2026-05-11
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-26 23:22:38.467778+00,,Energetic World-Hopper,"{Action,Comedy,Documentaries,Nonfiction}",5,11,1,70,0,1,2,2026-04-30
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-27 05:03:51.265796+00,,,,1,1,2,0,0,1,1,2026-05-06
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-27 20:59:39.497773+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-27 21:16:05.171491+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-27 21:40:41.616294+00,,,,0,0,0,180,0,1,1,2026-04-27
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-27 21:44:58.191449+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-04-28 12:54:49.71442+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-05-01 17:39:20.277042+00,,Time-Traveling Escapist,"{Fantasy,Historical,Action,Comedy,Drama,Rom-com/chick-lit,""Science Fiction"",Documentaries}",3,0,0,0,3,1,1,2026-05-05
a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,trivia,Movies,Inception,"[""Christopher Nolan"", ""Steven Spielberg"", ""Quentin Tarantino"", ""James Cameron""]",Christopher Nolan,10,,2026-05-04 15:44:37.954188+00,,,,0,0,0,0,0,1,2,2026-05-08
560cccc7-8253-404e-b6c9-e227117813f7,Who directed 'Schindler's List'?,trivia,Movies,Schindler's List,"[""Ridley Scott"", ""James Cameron"", ""Steven Spielberg"", ""Oliver Stone""]",Steven Spielberg,10,,2026-04-27 20:57:57.812324+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
560cccc7-8253-404e-b6c9-e227117813f7,Who directed 'Schindler's List'?,trivia,Movies,Schindler's List,"[""Ridley Scott"", ""James Cameron"", ""Steven Spielberg"", ""Oliver Stone""]",Steven Spielberg,10,,2026-04-27 20:58:54.549892+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
560cccc7-8253-404e-b6c9-e227117813f7,Who directed 'Schindler's List'?,trivia,Movies,Schindler's List,"[""Ridley Scott"", ""James Cameron"", ""Steven Spielberg"", ""Oliver Stone""]",Steven Spielberg,10,,2026-04-27 21:39:40.495194+00,,,,0,0,0,180,0,1,1,2026-04-27
560cccc7-8253-404e-b6c9-e227117813f7,Who directed 'Schindler's List'?,trivia,Movies,Schindler's List,"[""Ridley Scott"", ""James Cameron"", ""Steven Spielberg"", ""Oliver Stone""]",Steven Spielberg,10,,2026-04-27 21:44:07.769607+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
560cccc7-8253-404e-b6c9-e227117813f7,Who directed 'Schindler's List'?,trivia,Movies,Schindler's List,"[""Ridley Scott"", ""James Cameron"", ""Steven Spielberg"", ""Oliver Stone""]",Ridley Scott,0,,2026-04-28 12:54:13.619794+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
036d341a-7c23-46c0-900f-1b3bb51efdcf,Who directed the film 'The Grand Budapest Hotel'?,trivia,Movies,The Grand Budapest Hotel,"[""Christopher Nolan"", ""Wes Anderson"", ""David Fincher"", ""Tim Burton""]",Wes Anderson,10,,2026-04-27 20:57:40.793179+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
036d341a-7c23-46c0-900f-1b3bb51efdcf,Who directed the film 'The Grand Budapest Hotel'?,trivia,Movies,The Grand Budapest Hotel,"[""Christopher Nolan"", ""Wes Anderson"", ""David Fincher"", ""Tim Burton""]",Wes Anderson,10,,2026-04-27 20:58:39.44589+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
036d341a-7c23-46c0-900f-1b3bb51efdcf,Who directed the film 'The Grand Budapest Hotel'?,trivia,Movies,The Grand Budapest Hotel,"[""Christopher Nolan"", ""Wes Anderson"", ""David Fincher"", ""Tim Burton""]",Wes Anderson,10,,2026-04-27 21:39:29.77975+00,,,,0,0,0,180,0,1,1,2026-04-27
036d341a-7c23-46c0-900f-1b3bb51efdcf,Who directed the film 'The Grand Budapest Hotel'?,trivia,Movies,The Grand Budapest Hotel,"[""Christopher Nolan"", ""Wes Anderson"", ""David Fincher"", ""Tim Burton""]",Wes Anderson,10,,2026-04-27 21:43:56.647862+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
036d341a-7c23-46c0-900f-1b3bb51efdcf,Who directed the film 'The Grand Budapest Hotel'?,trivia,Movies,The Grand Budapest Hotel,"[""Christopher Nolan"", ""Wes Anderson"", ""David Fincher"", ""Tim Burton""]",Wes Anderson,10,,2026-04-28 12:53:55.839583+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
d293668b-5221-4e47-a2a4-3e63dd76f818,Who directed the 'Lord of the Rings' trilogy?,trivia,Movies,The Lord of the Rings,"[""Christopher Nolan"", ""James Cameron"", ""Peter Jackson"", ""George Lucas""]",Peter Jackson,10,,2026-04-27 20:59:05.151574+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
d293668b-5221-4e47-a2a4-3e63dd76f818,Who directed the 'Lord of the Rings' trilogy?,trivia,Movies,The Lord of the Rings,"[""Christopher Nolan"", ""James Cameron"", ""Peter Jackson"", ""George Lucas""]",Peter Jackson,10,,2026-04-27 20:59:13.333147+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
d293668b-5221-4e47-a2a4-3e63dd76f818,Who directed the 'Lord of the Rings' trilogy?,trivia,Movies,The Lord of the Rings,"[""Christopher Nolan"", ""James Cameron"", ""Peter Jackson"", ""George Lucas""]",Peter Jackson,10,,2026-04-27 21:40:08.952738+00,,,,0,0,0,180,0,1,1,2026-04-27
d293668b-5221-4e47-a2a4-3e63dd76f818,Who directed the 'Lord of the Rings' trilogy?,trivia,Movies,The Lord of the Rings,"[""Christopher Nolan"", ""James Cameron"", ""Peter Jackson"", ""George Lucas""]",Peter Jackson,10,,2026-04-27 21:44:32.629921+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
d293668b-5221-4e47-a2a4-3e63dd76f818,Who directed the 'Lord of the Rings' trilogy?,trivia,Movies,The Lord of the Rings,"[""Christopher Nolan"", ""James Cameron"", ""Peter Jackson"", ""George Lucas""]",Peter Jackson,10,,2026-04-28 12:54:31.955178+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Park Chan-wook,0,,2026-04-27 20:56:52.49972+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Park Chan-wook,0,,2026-04-27 20:58:15.339+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-04-27 21:38:55.192274+00,,,,0,0,0,180,0,1,1,2026-04-27
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-04-27 21:43:29.934237+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-04-27 23:16:07.732453+00,,,,0,2,0,0,0,1,1,2026-04-27
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-04-28 12:53:31.444263+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-04-28 13:21:05.293414+00,,Emotion-Hunting Whodunit Fan,"{Reality,Documentaries,Comedy,Mystery/Thriller,Drama}",29,13,11,1100,0,1,2,2026-05-11
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Park Chan-wook,0,,2026-05-01 03:01:20.630054+00,,Energetic World-Hopper,"{Action,Comedy,Documentaries,Nonfiction}",5,11,1,70,0,1,2,2026-04-30
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Lee Chang-dong,0,,2026-05-04 15:44:33.855125+00,,,,0,0,0,0,0,1,2,2026-05-08
5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,trivia,Movies,Parasite,"[""Kim Ki-duk"", ""Lee Chang-dong"", ""Bong Joon-ho"", ""Park Chan-wook""]",Bong Joon-ho,10,,2026-05-05 23:01:45.772689+00,,,,1,1,2,0,0,1,1,2026-05-06
37b8cba1-8fb2-4888-907f-d4e86938a6c5,Who played the character Indiana Jones?,trivia,Movies,Indiana Jones,"[""Mel Gibson"", ""Harrison Ford"", ""Sean Connery"", ""Tom Selleck""]",Harrison Ford,10,,2026-04-27 20:58:57.987443+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
37b8cba1-8fb2-4888-907f-d4e86938a6c5,Who played the character Indiana Jones?,trivia,Movies,Indiana Jones,"[""Mel Gibson"", ""Harrison Ford"", ""Sean Connery"", ""Tom Selleck""]",Harrison Ford,10,,2026-04-27 20:59:08.893911+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
37b8cba1-8fb2-4888-907f-d4e86938a6c5,Who played the character Indiana Jones?,trivia,Movies,Indiana Jones,"[""Mel Gibson"", ""Harrison Ford"", ""Sean Connery"", ""Tom Selleck""]",Harrison Ford,10,,2026-04-27 21:40:03.772076+00,,,,0,0,0,180,0,1,1,2026-04-27
37b8cba1-8fb2-4888-907f-d4e86938a6c5,Who played the character Indiana Jones?,trivia,Movies,Indiana Jones,"[""Mel Gibson"", ""Harrison Ford"", ""Sean Connery"", ""Tom Selleck""]",Harrison Ford,10,,2026-04-27 21:44:27.741711+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
37b8cba1-8fb2-4888-907f-d4e86938a6c5,Who played the character Indiana Jones?,trivia,Movies,Indiana Jones,"[""Mel Gibson"", ""Harrison Ford"", ""Sean Connery"", ""Tom Selleck""]",Harrison Ford,10,,2026-04-28 12:54:26.633143+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
0f98eae5-afb2-4d29-a22a-c9ee772819a9,Who played the character Neo in 'The Matrix'?,trivia,Movies,The Matrix,"[""Keanu Reeves"", ""Brad Pitt"", ""Tom Cruise"", ""Will Smith""]",Keanu Reeves,10,,2026-04-27 20:58:07.173439+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
0f98eae5-afb2-4d29-a22a-c9ee772819a9,Who played the character Neo in 'The Matrix'?,trivia,Movies,The Matrix,"[""Keanu Reeves"", ""Brad Pitt"", ""Tom Cruise"", ""Will Smith""]",Keanu Reeves,10,,2026-04-27 20:58:59.351185+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
0f98eae5-afb2-4d29-a22a-c9ee772819a9,Who played the character Neo in 'The Matrix'?,trivia,Movies,The Matrix,"[""Keanu Reeves"", ""Brad Pitt"", ""Tom Cruise"", ""Will Smith""]",Keanu Reeves,10,,2026-04-27 21:39:45.683225+00,,,,0,0,0,180,0,1,1,2026-04-27
0f98eae5-afb2-4d29-a22a-c9ee772819a9,Who played the character Neo in 'The Matrix'?,trivia,Movies,The Matrix,"[""Keanu Reeves"", ""Brad Pitt"", ""Tom Cruise"", ""Will Smith""]",Keanu Reeves,10,,2026-04-27 21:44:12.155999+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
0f98eae5-afb2-4d29-a22a-c9ee772819a9,Who played the character Neo in 'The Matrix'?,trivia,Movies,The Matrix,"[""Keanu Reeves"", ""Brad Pitt"", ""Tom Cruise"", ""Will Smith""]",Keanu Reeves,10,,2026-04-28 12:54:17.012752+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
d0a399c3-80fc-45b9-a845-228009747795,Who played the character Sarah Connor in 'Terminator 2: Judgment Day'?,trivia,Movies,Terminator,"[""Sigourney Weaver"", ""Linda Hamilton"", ""Demi Moore"", ""Jamie Lee Curtis""]",Sigourney Weaver,0,,2026-04-27 20:57:49.215238+00,,Mood-Hop Explorer,"{Animation,Fantasy,Historical,Lifestyle,Documentaries,Romance,""Science Fiction""}",2,3,2,0,2,,,
d0a399c3-80fc-45b9-a845-228009747795,Who played the character Sarah Connor in 'Terminator 2: Judgment Day'?,trivia,Movies,Terminator,"[""Sigourney Weaver"", ""Linda Hamilton"", ""Demi Moore"", ""Jamie Lee Curtis""]",Linda Hamilton,10,,2026-04-27 20:58:49.702226+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
d0a399c3-80fc-45b9-a845-228009747795,Who played the character Sarah Connor in 'Terminator 2: Judgment Day'?,trivia,Movies,Terminator,"[""Sigourney Weaver"", ""Linda Hamilton"", ""Demi Moore"", ""Jamie Lee Curtis""]",Linda Hamilton,10,,2026-04-27 21:39:35.820933+00,,,,0,0,0,180,0,1,1,2026-04-27
d0a399c3-80fc-45b9-a845-228009747795,Who played the character Sarah Connor in 'Terminator 2: Judgment Day'?,trivia,Movies,Terminator,"[""Sigourney Weaver"", ""Linda Hamilton"", ""Demi Moore"", ""Jamie Lee Curtis""]",Linda Hamilton,10,,2026-04-27 21:44:02.113222+00,,Emotional Puzzle-Sleuth,"{Comedy,Fantasy,Historical,Mystery/Thriller,""Science Fiction"",Documentaries,Drama}",0,1,2,0,2,1,1,2026-04-27
d0a399c3-80fc-45b9-a845-228009747795,Who played the character Sarah Connor in 'Terminator 2: Judgment Day'?,trivia,Movies,Terminator,"[""Sigourney Weaver"", ""Linda Hamilton"", ""Demi Moore"", ""Jamie Lee Curtis""]",Demi Moore,0,,2026-04-28 12:54:09.270671+00,,Mood-Swing Sleuth,"{Crime,Drama,Comedy}",0,0,0,120,0,,,
5cf9c409-7c80-4683-b556-f1ccc5c8238c,Who played the Joker in 'The Dark Knight'?,trivia,Movies,The Dark Knight,"[""Jared Leto"", ""Joaquin Phoenix"", ""Jack Nicholson"", ""Heath Ledger""]",Heath Ledger,10,,2026-04-14 22:12:23.925346+00,,Emotion-Hunting Whodunit Fan,"{Reality,Documentaries,Comedy,Mystery/Thriller,Drama}",29,13,11,1100,0,1,2,2026-05-11
5cf9c409-7c80-4683-b556-f1ccc5c8238c,Who played the Joker in 'The Dark Knight'?,trivia,Movies,The Dark Knight,"[""Jared Leto"", ""Joaquin Phoenix"", ""Jack Nicholson"", ""Heath Ledger""]",Jared Leto,0,,2026-04-16 01:24:39.71701+00,,Chronicle-Driven Connector,"{Action,Comedy,Crime,Drama,Historical,Romance,Rom-com/chick-lit}",51,58,726,740,6,1,7,2026-05-11
5cf9c409-7c80-4683-b556-f1ccc5c8238c,Who played the Joker in 'The Dark Knight'?,trivia,Movies,The Dark Knight,"[""Jared Leto"", ""Joaquin Phoenix"", ""Jack Nicholson"", ""Heath Ledger""]",Heath Ledger,10,,2026-04-27 20:59:45.941878+00,,Mystery-Loving Escapist,"{Comedy,Crime,Drama,Fantasy,Mystery/Thriller,""Science Fiction"",Documentaries,""Self Help""}",64,10,636,0,27,1,6,2026-05-06
